"","X","Age","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Male","Loyal.Customer","Business.travel","satisfied"
"265",265,43,2,3724,3,3,3,3,4,4,5,5,5,5,5,4,5,3,19,7,0,1,1,1
"266",266,26,2,280,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,6,1,0,1,0
"267",267,41,1,641,5,1,1,1,5,5,5,5,3,4,3,5,5,5,0,0,1,1,1,1
"268",268,50,0,488,3,5,3,1,3,4,5,5,5,3,5,5,5,3,0,0,0,1,0,0
"269",269,38,2,1237,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0,1,1,0,0
"270",270,38,0,1062,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,0,0,0,1,0
"271",271,55,2,2699,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,3,0,1,1,1
"272",272,49,2,679,1,1,1,1,2,5,4,4,4,4,4,2,4,1,51,71,0,1,1,1
"273",273,33,2,423,4,4,4,3,4,4,4,4,3,2,4,5,5,4,0,5,1,0,1,0
"274",274,57,2,4817,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19,0,1,1,1
"275",275,35,2,3833,3,3,3,3,3,2,3,5,5,5,5,4,5,4,0,3,0,1,1,1
"276",276,40,2,2559,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0,0,1,1,1
"277",277,37,1,373,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,0,0,0,1,0
"278",278,52,0,2279,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,79,0,1,0,0
"279",279,41,0,862,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,0,1,1,1,1
"280",280,14,0,666,3,3,3,2,3,1,1,4,2,1,5,1,4,1,243,251,0,1,0,0
"281",281,32,2,759,2,2,2,2,5,4,5,5,3,5,4,4,4,5,0,0,0,1,1,1
"282",282,11,0,2338,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,151,1,1,0,0
"283",283,12,0,946,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0,1,1,0,0
"284",284,41,0,772,4,3,3,3,4,4,4,4,2,1,4,4,3,4,0,0,1,1,1,1
"285",285,45,2,1011,3,2,2,5,4,3,4,4,4,3,4,4,5,4,0,0,0,0,1,0
"286",286,21,0,257,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,1,1,0,1,0
"287",287,31,0,164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0,0,1,1,0
"288",288,38,0,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17,1,1,1,1
"289",289,40,2,2280,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,38,1,1,1,1
"290",290,13,0,590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0,1,1,0,1
"291",291,44,2,1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5,0,1,1,1
"292",292,66,2,2264,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0,0,1,1,0
"293",293,30,1,814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0,0,1,1,1
"294",294,44,0,1024,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,0,1,1,0,0
"295",295,53,2,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0,0,1,1,1
"296",296,37,2,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,12,0,1,1,1
"297",297,39,0,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30,0,1,0,0
"298",298,29,2,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0,1,0,1,0
"299",299,38,0,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65,1,1,1,0
"300",300,59,2,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0,1,1,1,1
"301",301,19,0,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65,1,1,0,0
"302",302,39,2,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,4,0,1,1,1
"303",303,22,0,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10,1,1,0,0
"304",304,50,1,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10,1,1,0,1
"305",305,22,0,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62,1,1,1,1
"306",306,56,2,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1,1,1,1,1
"307",307,39,0,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0,1,1,0,0
"308",308,29,0,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,0,1,1,0,1
"309",309,42,2,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0,1,1,1,1
"310",310,56,2,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21,1,1,1,1
"311",311,27,2,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1,1,1,1,1
"312",312,21,0,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0,0,0,1,0
"313",313,42,2,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,17,0,1,1,1
"314",314,48,2,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68,0,1,1,1
"315",315,53,2,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0,1,1,1,1
"316",316,64,0,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0,0,1,0,0
"317",317,49,0,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0,0,1,0,0
"318",318,49,2,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,4,0,1,1,1
"319",319,23,1,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0,1,1,0,0
"320",320,50,2,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29,1,1,1,0
"321",321,51,1,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,0,1,1,0,0
"322",322,34,2,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0,1,1,1,1
"323",323,49,2,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40,0,1,1,1
"324",324,56,0,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4,0,1,1,1
"325",325,46,2,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24,1,1,1,1
"326",326,25,0,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0,1,1,0,0
"327",327,68,1,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0,0,1,0,0
"328",328,10,0,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93,0,1,0,0
"329",329,44,0,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0,0,1,1,1
"330",330,61,2,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0,1,1,0,0
"331",331,18,1,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,1,0,1,0,0
"332",332,58,2,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0,0,1,1,1
"333",333,58,2,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41,0,1,1,0
"334",334,64,0,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5,1,1,0,0
"335",335,66,2,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,0,1,1,0,0
"336",336,21,2,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12,0,0,1,1
"337",337,39,2,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0,1,1,1,1
"338",338,50,2,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232,1,1,1,1
"339",339,43,1,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11,0,1,1,0
"340",340,41,2,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0,1,1,1,1
"341",341,46,0,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0,1,1,1,1
"342",342,41,2,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6,1,1,1,1
"343",343,31,0,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0,0,1,1,0
"344",344,53,0,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13,0,1,0,0
"345",345,39,2,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0,0,1,1,1
"346",346,53,2,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156,0,1,1,1
"347",347,25,0,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4,1,1,1,1
"348",348,20,0,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14,0,0,1,0
"349",349,46,0,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,0,1,0,1,0
"350",350,10,0,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0,1,1,0,0
"351",351,47,2,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0,0,1,1,1
"352",352,32,0,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0,1,1,0,0
"353",353,14,0,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12,0,1,0,0
"354",354,16,2,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0,0,1,1,1
"355",355,53,0,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0,0,1,0,0
"356",356,55,2,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0,1,1,1,1
"357",357,28,2,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0,0,1,1,1
"358",358,49,0,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0,0,1,0,0
"359",359,54,1,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,0,1,1,0,0
"360",360,70,0,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0,0,1,0,0
"361",361,25,0,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19,0,0,1,0
"362",362,48,2,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0,0,1,1,1
"363",363,7,0,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,0,1,1,0,0
"364",364,39,0,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5,1,1,1,0
"365",365,79,0,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0,1,1,1,0
"366",366,28,2,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0,0,0,1,0
"367",367,41,2,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38,1,1,1,1
"368",368,27,1,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32,0,0,1,0
"369",369,59,2,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1,0,1,1,1
"370",370,21,0,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,117,0,1,0,0
"371",371,48,0,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0,1,1,1,1
"372",372,53,0,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0,1,1,1,0
"373",373,42,2,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0,0,1,1,0
"374",374,48,0,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,27,0,0,1,0
"375",375,59,0,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0,1,1,0,1
"376",376,53,2,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0,0,1,1,1
"377",377,24,0,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94,1,1,0,0
"378",378,56,0,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29,1,1,0,0
"379",379,42,2,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14,0,1,1,1
"380",380,24,0,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0,0,0,1,0
"381",381,28,2,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0,1,1,1,1
"382",382,17,0,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0,0,1,0,0
"383",383,31,1,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0,1,1,1,0
"384",384,60,2,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0,1,1,1,1
"385",385,39,2,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16,1,0,1,1
"386",386,47,0,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,26,0,1,1,1
"387",387,60,0,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16,1,1,1,0
"388",388,13,2,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0,1,1,1,1
"389",389,29,2,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51,1,0,1,0
"390",390,45,2,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0,0,1,1,1
"391",391,44,2,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,0,1,1,1,1
"392",392,50,0,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11,0,1,1,1
"393",393,26,0,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93,0,1,0,0
"394",394,27,2,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0,0,1,1,1
"395",395,16,2,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,0,1,1,1,1
"396",396,24,0,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0,0,0,1,0
"397",397,34,2,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0,1,0,1,0
"398",398,30,2,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,0,1,1,1
"399",399,50,0,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,0,1,1,1,1
"400",400,21,0,1773,3,3,3,4,4,3,4,4,3,5,4,3,5,4,0,0,1,0,1,0
"401",401,61,0,802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0,1,1,0,0
"402",402,32,2,192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0,0,1,1,0
"403",403,22,1,937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0,0,1,0,0
"404",404,46,2,1050,1,0,0,4,2,4,3,4,4,0,4,3,4,2,0,0,1,1,1,0
"405",405,15,0,370,3,2,2,4,4,2,3,4,3,3,3,1,4,4,3,8,0,0,1,0
"406",406,29,0,413,3,1,3,4,1,3,1,1,1,3,4,3,4,1,7,14,0,1,0,0
"407",407,12,0,372,4,5,4,4,5,4,5,5,4,5,4,3,5,5,89,88,0,1,0,0
"408",408,50,2,641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,17,1,0,1,0
"409",409,54,0,528,2,3,1,3,2,2,2,2,1,4,3,2,2,2,0,0,1,1,1,0
"410",410,69,0,989,1,4,1,1,5,1,5,5,3,2,4,4,5,5,6,3,1,1,0,0
"411",411,38,0,920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0,1,1,0,0
"412",412,25,1,853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0,0,0,1,0
"413",413,26,0,352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99,1,1,1,0
"414",414,53,2,2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0,0,1,1,1
"415",415,47,2,1846,2,2,2,2,5,4,4,4,4,4,4,4,4,5,62,55,1,1,1,1
"416",416,42,2,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0,1,1,1,1
"417",417,19,0,461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,121,1,0,1,0
"418",418,63,0,622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11,1,1,0,0
"419",419,18,0,533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,0,1,0,1,0
"420",420,52,0,125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,0,1,1,0,0
"421",421,60,1,1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,3,1,1,1,0
"422",422,38,2,2355,2,2,2,2,3,4,3,5,5,5,5,1,5,3,24,0,1,1,1,1
"423",423,41,0,77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,0,1,1,1,1
"424",424,41,2,2563,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0,1,1,1,1
"425",425,15,0,986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,6,0,0,1,0
"426",426,49,0,1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,117,0,1,1,0
"427",427,18,0,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71,1,1,0,1
"428",428,39,0,229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0,0,1,1,1
"429",429,25,2,1874,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0,0,0,1,1,0
"430",430,28,2,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,0,1,0,1,1
"431",431,37,2,2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,0,1,1,1
"432",432,31,0,261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,75,0,1,0,0
"433",433,32,0,557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,63,0,1,0,0
"434",434,25,0,196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,5,0,0,1,0
"435",435,55,2,3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0,1,1,1,1
"436",436,51,2,2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75,1,1,1,1
"437",437,40,2,2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0,0,1,1,1
"438",438,25,2,3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,0,1,1,1,1
"439",439,70,0,409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,14,0,1,0,0
"440",440,55,0,907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,11,0,1,1,0
"441",441,53,0,262,1,5,1,1,5,1,5,5,3,1,1,3,1,5,70,55,1,1,0,0
"442",442,73,2,2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,0,1,1,1,0
"443",443,32,1,859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0,0,1,1,1
"444",444,30,1,237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0,1,1,0,0
"445",445,19,0,308,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92,1,1,0,0
"446",446,33,2,3679,2,2,2,2,5,5,5,5,3,3,5,2,2,5,0,0,1,1,1,1
"447",447,13,0,501,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0,0,0,1,0,0
"448",448,53,1,550,3,4,4,4,3,3,3,3,5,1,3,4,3,3,0,0,1,1,1,1
"449",449,31,0,1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,20,0,0,1,0
"450",450,62,2,3179,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,0,1,1,1,1
"451",451,29,0,1085,4,4,3,5,2,3,2,2,4,5,4,3,5,2,8,11,1,1,0,0
"452",452,57,2,2807,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,7,1,1,1,1
"453",453,34,2,3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0,1,1,1,1
"454",454,45,0,926,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,44,1,0,1,0
"455",455,65,0,192,1,2,1,3,5,4,3,2,2,1,2,2,2,3,0,0,0,1,0,0
"456",456,48,2,235,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0,0,1,1,0
"457",457,8,0,733,4,2,4,2,3,4,3,3,1,1,1,4,2,3,0,0,0,1,0,0
"458",458,36,0,814,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,12,1,1,0,0
"459",459,48,2,2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,0,1,1,1
"460",460,10,0,2338,3,4,3,3,5,3,5,5,3,2,4,5,5,5,1,0,0,1,0,0
"461",461,24,0,834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,0,1,0,1,1
"462",462,52,2,1778,4,4,4,4,2,5,4,3,3,3,3,5,3,5,4,7,1,1,1,1
"463",463,43,0,1052,3,4,4,3,4,4,4,4,3,3,2,3,1,4,0,0,1,0,1,0
"464",464,21,2,657,2,2,2,2,5,5,5,5,5,2,4,5,4,5,6,0,0,1,1,1
"465",465,24,0,577,3,3,3,3,2,3,2,2,2,3,3,4,2,2,0,0,0,0,1,0
"466",466,40,2,449,4,4,4,2,3,4,3,3,5,4,4,4,4,3,4,0,1,0,1,1
"467",467,8,0,237,1,5,1,1,2,1,3,2,5,2,4,3,4,2,0,0,0,1,0,0
"468",468,40,2,544,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,0,1,1,1
"469",469,41,2,2556,4,4,4,4,4,3,4,5,5,5,5,4,5,4,0,0,1,1,1,1
"470",470,67,1,2475,4,4,4,4,3,3,4,5,5,4,5,4,5,4,0,0,0,1,0,0
"471",471,40,2,3034,2,2,3,2,4,5,5,4,4,4,4,4,4,4,8,28,1,1,1,1
"472",472,51,2,366,1,1,1,1,3,4,4,4,4,5,4,5,4,4,0,0,0,1,1,1
"473",473,59,2,956,2,1,1,1,5,3,3,2,2,2,2,4,2,1,1,13,0,1,1,0
"474",474,29,2,2218,3,3,2,3,3,3,3,3,4,3,5,4,4,3,0,0,1,1,1,1
"475",475,70,0,456,0,1,0,4,4,0,4,4,1,4,4,4,4,4,19,45,1,1,0,1
"476",476,12,1,1892,4,1,4,2,5,4,5,5,2,3,2,1,2,5,28,45,1,1,0,0
"477",477,26,2,1262,0,0,0,3,4,0,3,4,4,2,4,5,4,4,9,0,1,0,1,1
"478",478,41,2,3423,3,3,3,3,4,2,4,5,5,5,5,4,5,1,0,0,1,1,1,1
"479",479,60,2,493,4,4,4,4,2,4,5,3,3,3,3,3,3,3,0,0,1,1,1,1
"480",480,39,0,163,3,5,3,1,1,3,1,1,4,2,5,3,4,1,0,0,1,1,0,0
"481",481,68,0,1117,3,2,3,3,3,3,3,5,5,3,5,2,5,4,7,0,0,1,0,0
"482",482,32,2,2187,2,2,2,2,3,4,3,3,4,4,4,4,4,3,0,0,1,1,1,1
"483",483,18,0,1342,3,4,4,2,3,4,3,3,4,3,3,5,5,3,0,0,1,1,0,0
"484",484,15,0,304,3,5,3,2,2,3,1,2,3,5,4,5,4,2,0,0,1,1,0,0
"485",485,43,2,1750,1,3,1,1,5,5,4,4,4,4,4,4,4,5,0,7,0,1,1,1
"486",486,49,0,216,3,4,0,3,3,0,3,3,4,5,3,4,4,3,0,0,1,1,0,0
"487",487,25,0,489,3,3,3,2,3,3,5,3,4,1,5,2,4,3,8,14,1,1,0,0
"488",488,50,0,370,2,1,2,3,1,4,3,4,4,2,4,1,4,3,0,0,0,1,0,0
"489",489,39,2,1747,2,2,2,2,4,4,4,3,4,5,4,4,4,4,132,123,0,1,1,1
"490",490,33,2,773,2,2,2,2,4,4,4,2,3,2,2,4,1,4,140,129,0,1,1,1
"491",491,17,2,200,3,1,3,4,2,3,2,2,4,1,3,4,3,2,40,27,1,1,0,0
"492",492,41,2,405,1,1,1,1,3,4,5,1,1,2,1,3,1,4,0,5,1,1,1,1
"493",493,31,2,1598,5,5,5,5,4,4,4,4,3,4,5,5,4,4,0,0,1,1,1,1
"494",494,39,2,201,4,3,3,4,1,3,1,1,2,5,5,3,1,1,0,0,0,0,1,1
"495",495,64,2,2475,3,3,3,3,2,4,5,5,5,5,5,3,5,3,4,0,1,1,1,1
"496",496,52,2,3935,1,1,1,1,3,5,5,4,4,4,4,3,4,3,0,25,1,1,1,1
"497",497,30,2,2657,4,5,4,5,1,1,4,1,3,1,4,3,3,1,8,7,0,1,1,0
"498",498,42,0,292,5,2,2,2,5,2,2,5,5,5,5,2,5,5,32,29,0,1,1,1
"499",499,48,2,544,2,2,2,2,4,4,5,4,4,5,4,3,4,5,62,46,0,1,1,1
"500",500,29,0,861,1,1,1,4,4,1,4,4,4,2,4,2,4,4,0,0,1,1,0,0
"501",501,23,0,271,5,0,5,1,3,5,4,3,4,5,4,5,5,3,62,84,0,0,1,1
"502",502,74,0,134,2,5,5,5,2,2,2,2,4,2,3,2,2,2,43,41,1,1,1,0
"503",503,60,2,1276,3,1,1,1,5,3,4,3,3,3,3,2,3,2,10,0,1,1,1,0
"504",504,46,2,3185,2,5,5,5,5,3,3,2,2,2,2,1,2,1,0,0,0,1,1,0
"505",505,55,2,451,1,1,1,1,4,4,5,4,4,4,4,3,4,3,0,2,1,1,1,1
"506",506,41,2,1981,4,4,4,4,4,4,2,5,5,5,5,4,5,4,0,0,1,1,1,1
"507",507,59,2,1605,2,5,2,5,2,3,5,2,2,2,2,3,2,4,41,19,1,1,0,0
"508",508,57,2,1005,4,4,4,4,5,5,4,5,5,5,5,5,5,5,3,0,1,1,1,1
"509",509,36,0,455,3,1,1,1,3,3,3,3,4,4,3,4,3,3,0,0,0,1,1,0
"510",510,16,0,308,3,4,3,3,1,3,5,1,4,2,5,5,4,1,2,0,1,1,0,0
"511",511,54,2,812,4,4,4,4,4,5,4,4,4,4,4,3,4,5,0,0,0,1,1,1
"512",512,38,0,414,3,0,3,4,3,3,3,3,1,4,5,1,1,3,17,2,0,0,1,0
"513",513,36,0,190,3,2,2,2,3,4,3,3,1,2,1,2,3,3,0,0,1,1,1,1
"514",514,25,2,1197,5,5,3,5,5,5,5,5,2,4,4,1,1,5,0,5,0,1,1,1
"515",515,55,1,814,3,2,3,4,2,3,3,3,3,3,3,2,3,1,25,19,0,1,0,0
"516",516,40,0,1514,2,3,2,5,1,2,1,1,2,5,2,5,3,1,0,0,0,1,0,0
"517",517,21,0,632,1,5,1,4,2,1,4,2,4,2,5,4,5,2,9,0,0,1,0,0
"518",518,38,2,213,3,4,4,4,1,4,1,1,2,3,3,1,4,1,0,0,0,0,1,0
"519",519,10,0,852,2,5,2,2,4,2,4,4,4,5,5,4,4,4,1,1,0,1,0,0
"520",520,60,2,1056,1,1,5,1,4,4,4,4,2,4,4,4,3,4,214,210,0,1,1,1
"521",521,45,0,1013,3,3,3,4,4,3,4,4,1,3,2,4,4,4,0,0,0,0,1,0
"522",522,54,0,575,1,0,1,1,2,1,2,2,3,3,2,4,4,2,0,8,1,0,1,0
"523",523,51,2,3236,4,4,4,4,5,4,5,3,3,4,5,3,3,4,0,13,1,1,1,1
"524",524,44,2,2764,5,5,5,5,3,5,5,2,2,2,2,4,2,3,8,15,1,1,1,1
"525",525,46,1,399,2,4,3,2,4,4,5,4,4,3,4,4,4,3,0,0,0,1,0,0
"526",526,20,2,408,5,0,5,2,3,5,3,3,3,5,5,3,4,3,0,0,1,0,1,1
"527",527,44,2,1162,4,4,4,4,4,1,2,4,4,4,4,2,4,2,0,4,0,1,1,1
"528",528,36,1,1744,2,1,2,4,1,2,1,1,3,1,2,4,4,1,0,0,1,1,0,0
"529",529,13,0,366,4,4,4,5,5,4,5,5,4,4,4,3,4,5,63,47,0,1,0,0
"530",530,38,1,368,4,3,3,3,2,3,2,2,1,3,4,4,3,2,0,0,1,1,0,0
"531",531,33,2,239,1,1,1,1,5,5,1,4,4,4,4,4,4,1,0,0,0,1,1,1
"532",532,63,0,695,2,1,2,3,2,2,2,2,1,3,4,1,3,2,7,32,1,1,0,0
